11083500,2627144.235,1239766.660,435.080,100
6005284,2630435.214,1239715.617,426.320,104
630438239715,2630438.937,1239715.446,426.301,107
630769239939,2630769.976,1239939.583,449.186,107
6005479,2630924.793,1239973.281,442.238,104
6005094,2630357.007,1240746.957,431.878,103
630357240747,2630357.550,1240747.438,431.921,107
6005093,2630234.539,1240643.191,431.690,103
6005272,2629976.226,1240224.237,439.860,104
6005271,2629905.020,1240201.747,443.137,104
6005270,2629830.615,1240176.348,447.286,104
6005269,2629753.803,1240141.785,444.924,104
6005397,2629774.637,1240036.089,435.228,110
11085480,2630908.866,1240356.947,450.830,100
11084590,2629739.352,1238666.892,428.359,100
629504241522,2629505.346,1241522.779,427.513,108
6005183,2629591.477,1241573.907,426.750,104
629652241726,2629653.438,1241727.196,426.312,107
6005538,2629762.115,1241527.867,426.630,104
629448241609,2629449.037,1241610.209,426.579,108
6005017,2629448.106,1241607.646,426.716,104
629437241609,2629438.176,1241609.225,426.485,108
629429241605,2629430.425,1241606.102,427.043,108
6005541,2629371.777,1241581.234,427.803,104
6005502,2629131.119,1241464.512,428.492,104
628896241309,2628897.370,1241309.559,428.708,108
628918241323,2628918.875,1241323.981,428.711,108
6005540,2628933.123,1241326.570,428.580,104
628921241318,2628922.378,1241319.097,428.540,108
6005009,2629068.302,1241106.594,427.905,103
6005189,2629133.167,1241004.818,428.014,103
629178240908,2629179.122,1240908.768,428.303,107
11084040,2629290.588,1241230.230,427.596,100
